CIL IV #,Reggio,Insula,Entrance,found?,In English,org. ,Literacy (1-3),In org. language,Context type specific,Context type general,Famous House,Category,Written by,Work,Meter,Repetition,Foreign language,Image ,Flohr Score,Socio-economic status,comments
3199,9,7,17-18,,"Long live whoever loves. And who does not know love, away with him!",,3,,façade,,,Romantic,,,yes,yes,,,,high,
3198,9,7,17-18,,Of arms and the man…,,3,,façade,,,Reference,Virgil,Aeneid,yes,,,,,high,
5370,9,7,20,,"Whoever despises life, will easily feel contempt for gods.",,3,,peristyle,house,House of fortuna,Religious,,,,,,,25,medium,
4986,9,7,17,,"Whoever hated rue, ate barley groats",,3,,peristyle,apartment,,Insult,,,,,,,,high,
9093,9,7,2,,Got beaten 3 times,,2,,workshop,,,Insult,,,,,,,,high,
9083,9,7,5_7,,Tunic of linen with gold thread,,3,,workshop,,Workshop of Verecundus,Civic,,,,,,,,high,
5381,9,7,25,,Romanus has written this,,2,,,,,Tagging,,,,,,,,high,
5347,9,7,11_12,,"Phoebe, Phoebe",,2,,,,,Tagging,,,,yes,,,,high,
7310,1,8,17,,"Me, menedemeru, menus, (…)",Kruschwitz/Campbell/Nicholls 2012,2,"Me, Mened[e]m(erv), m[e]nvs",entrance,house,House of four styles,Social,at least 3 young writers,,,yes,,,,high,
8222,1,8,17,,They all fell silent,?,3,Con(ti)qvere omn(es) ,garden,house,House of four styles,Reference,Virgil,,Metrical,,,,,high,
8227,1,8,18,,"Coelilus with Rufius and Eburiolus and Faustus, fraternally, Emburiolus (greets) Marina and Valeria. Eburiolus (greets) his friend Faustus and Celius. The Faustians",?,3,Coelivs cvm rvfio et ebvriolo et favsto (f)ratrabiliter ebvriolvs marinae et valeria ebvriolvs favsto amico et coelio favstani,outer wall,house,House of Balbus,Social,,,,,,,,high,
8215,1,8,17,,May those whomn L V P loves fare well,Benefiel 2011c33-36,2,Qvos L V P amat valeant,room,house,House of four styles,Romantic,House owner,,,,,,,high,
8218k,1,8,17,,"Bye Quartilla! Quartilla, bye",Benefiel 2011 24-32,2,Va qvartilla qvartilla va,tablinum,house,House of four styles,Social,group of women,,,yes,,,,high,
8185,1,8,1,,"Mula sucks Antony's cock, Fortuanata: for two asses",?,2,Mvla fellaat (A)ntoni(vm) fortvnata a(eris) a II,,tabernae,,Sexual,,,,,,head and upper torso figure,,high,
10168,2,8,3,,Cassius greets Cerrinius (and) his people,?,2,Cassivs cerrinio svis salvtem,entrance,bar,,Social,,,,,,,,low,
1255,6,8,3_4,,Amandus cunt licker,,2,,outer wall,house,House of the Tragic Poet,Sexual,,,,,,,,low,
1261,6,8,3_4,,"Fuked, I mean fucked was the cunt of citizens of Rome, with legs held up, during which there were no sounds except very sweet and holy ones",?,3,,outer wall,house,House of the Tragic Poet,Romantic,,,,,,,,low,Large amount of discourse
1256,6,8,3_4,,"Sabinus, my beauty, Hermeros loves you! Sabinus, my beauty, Hermeros loves you! ",,3,,outer wall,house,House of the Tragic Poet,Romantic,,,,,,,,low,
4795,7,8,1,,Jatacus played with Nicephorus,,2,,altar,temple,Temple of Jupiter,Civic,,,,,,gladiator,,high,
5214,9,8,3_6,,"Offiscus has escaped on November 6th, during the consolate of Drusus Caesar and Marcus Junius Silanus",,3,,atrium,house,House of Centenary,Political,,,,,,,80.58,high,
5213,9,8,3_6,,"You horny son! How many women did you fuck deep? Son, how many did you..",,3,,atrium,house,House of Centenary,Sexual,,,,,,,80.58,high,
5234,9,8,3_6,,"Bye, Eros! Bye, felix!",,2,,bath,house,House of Centenary,Social,,,,,,,80.58,high,
5236,9,8,3_6,,"Bye, Iaddie!",,2,,bath,house,House of Centenary,Social,,,,,,,80.58,high,
5235,9,8,3_6,,"Hey Xystus, my boy! Here you are!",,2,,bath,house,House of Centenary,Social,,,,,,,80.58,high,
3782,9,8,,,Coelius sends Cynisculus his best wishes,,2,,façade,,,Tagging,,,,,,,,high,
5242,9,8,3_6,,"Somewhere, you will be witness to what I have felt;wherever I feel like shitting, I will come to shit",,3,,latrine,house,House of Centenary,Insult,,,,,,,80.58,high,
5244,9,8,3_6,,"This is the dining room of Martha, because in the dining room she shits",,3,,latrine,house,House of Centenary,Insult,,,yes,,,,80.58,high,
5499,9,8,3_6,,RSTVX AXBVCTDSERFQGPHOINKML,,2,,peristyle,house,House of Centenary,Civic,,,,,,,80.58,high,
5223,9,8,3_6,,Rufus Justius Cook…as,,2,,peristyle,house,House of Centenary,Tagging,,,,,,,80.58,high,
5232,9,8,3_6,,"I, who lie struck here",,2,,,house,House of Centenary,Insult,,,,,,,80.58,high,
100024,1,9,13,,"When you drink happily, here too, you will digest badly, you open your butt (…) dare to (…)",Solin 1973 273,3,©lvsvm clvnem(m ape)ris avdr vocilla (…),atrium,house,House of ceres,Sexual,,,Metrical,,,,,high,
9997a-b,1,9,5,,I bought as normal (wax tablets) for 1 as on December 6th Wax for half an as,Wallace-Hadrill 2011,2,Solitas emi as I VIII idvs dec cera I s ,column,house,House of the orchard,Civic,,,,,,,,high,
10251,1,9,15,,ABCDEFCV,?,2,ABCDEFCV,entrance,,,Civic,children?,,,,,,,high,
10250,1,9,5,,ABCDEFGHIJKLMNOPQRSTUVWXYZ AB,Garraffoni/Funari 2009 187,2,ABCDEFGHIKLMNOPQRSTVX,portico,house,House of the orchard,Civic,children?,,,,,,,high,
10008,1,9,5,,"Amaranthus, greetings to you, greetings to you",?,2,Amarantho sal sal,portico,house,House of the orchard,Social,,,,,,"Two heads, one bearded",,high,
10004,1,9,5,,"Ephulia, loose, clitorous",Varone 2002 134-135,2,Evpla laxa landiosa,portico,house,House of the orchard,Sexual,,,,,,,,high,
10005,1,9,5,,Fortunata (sucks it) ,Lagner 2001 61-62,2,Fortvnata (fellat),portico,house,House of the orchard,Sexual,,,,yes,,Woman giving fellatio,,high,
10184,2,9,6,,"When you sing four, six, five times...",?,3,IV VI qvnqve cvm canis,atrium,,,Civic,,,,,,,,low,
1324,6,9,3,,All (my) vows come true!,,3,,entrance,house,House of the centaur,Reference,Ovid ,,"metrical, allusion",,,,,low,
1329,6,9,3,,All sorts of misfortunes for those from Nucceria!,,3,,entrance,house,House of the centaur,Insult,,,,,,,,low,
1296,6,9,3,,Romulus,,2,Romvlvs,entrance,house,House of the centaur,Reference,Ennius,"Annals 1, 110","Metrical, poetry quote",,,,,low,
1294,6,9,6,,Bravo Paris the great! (Written by Septentrio,,2,,entrance,house,House of the Dioscuri,Social,,,,,,,,low,
1293,6,9,9_7,,"Campanians with one victory you are finished, together with those from Nuceria!",Cooley/Cooley 2014 80-85,3,,facade,,House of the Dioscuri,Violence,,,,,,near drawing of gladiator,,low,
1347,6,9,,,"Hello, happy folk! Happy ones!",,2,,facade,,,Social,,,,,,,,low,
1331,6,9,3,,"Martialis, cuntlicker",,2,,façade,house,House of the centaur,Insult,,,,,,,,low,
1321,6,9,14,,Publius Comicius Resistutus with his brother stood here,,2,P COMICVS RESTITUTUS CUM FATRE IC STETIT,façade,,,Tagging,,,,,,,,low,
1305,6,9,5,,Paris was here,,2,,room,house,House of the centaur,Tagging,,,,,,,,low,
1969,7,9,1,maybe,Lais sucks cock for 2 asses,,2,,column,,Building of Eumachia,Sexual,,,,,,,,high,
1971,7,9,1,yes,"Noete … bye, little one, always bye!",,2,,column,,Building of Eumachia,Social,,,,,,,,high,
1970,7,9,1,yes,"Noete, my light, bye bye always bye!",,2,,column,,Building of Eumachia,Social,,,,,,,,high,
,7,9,68,yes,,,,,entrance,,Building of Eumachia,,,,,,,boats,,high,not in the book
10205,7,9,67_68,yes,(This is) Decius Mus,,2,,entrance,,Building of Eumachia,Tagging,,,,,,face,,high,
794,7,9,33,,Thrust in slowly!,,2,,,house,,Sexual,,,,,,man fucking woman from behind,7.19,low,
2052,7,9,1,,"All, who…All, who will be born in wines…All, who…all, who born in wine…",,3,,,,Building of Eumachia,,,,,,,,,high,
1980,7,9,1,,Greetings Lucius Popidius!,,2,,,,Building of Eumachia,Social,,,,,,,,high,
2048,7,9,1,,"Here Secundus has buggered boys, who grieved",,3,,,,Building of Eumachia,Insult,,,,,,,,high,
9054,7,9,1,yes,"I'm dying of love for you…lover..I'm consumed by love, darling, darling, I love you … gracefully…lover…Lucius Ninnius",,3,,,,Building of Eumachia,Romantic,,,,,,,,high,
1189,7,9,1,,"The gladiator company of aedile Aulus Suettius Certus will fight in Pompeii on May, 31th. There will be a beast fights and awnings.",,3,,,,Building of Eumachia,Violence,,,,,,,,high,
2047,7,9,1,,Wind,,2,,,,Building of Eumachia,Religious,,,,,,,,high,
1982,7,9,1,,With songs Circe transformed the companions of Ulixes,,3,,,,Building of Eumachia,Reference,Virgil,Bucolics,yes,,,,,high,
5251,9,9,11,,Restitutus has often misled many girls,"Solin 2014, 104",2,,dining room,house,,Insult,,,metrical(hexameter),,,,8.94,low,
5298,9,9,f,,Ismarus sends his Crocine his best wishes,,2,,entrance,house,,Social,,,,,,,4.9,low,
3796,9,9,g,,Nurse of Aeneas,"Milnor 2009, 215",2,,entrance,house,House of Aemilius Celer,Religious,,,"metrical, poetry quote","Virgil, Aeneid 7,1",,,5.02,low,
3794,9,9,g,,Aemilius Celer lives here,,2,,entrance,house,,Tagging,,,,,,,5.02,low,
5303,9,9,e-f,,"He is golden, Danae!",,3,,facade,house,,Religious,,,yes,,,,4.9,low,
5305,9,9,e-f,,Successus...here,,2,,facade,house,,Social,,,,,,,4.9,low,
5252,9,9,11_12,,Ass,,2,,facade,house,,Sexual,,,,,,,22.84,medium,
5285,9,9,12,,By decree of the Senate...,,3,,garden,house,,Political,,,,,,"underneath a picture of a genius making an offering, possibly that of emperor Augustus",22.84,medium,
5280,9,9,12,,"Fausta, you're crying!",,3,,garden,house,,Insult,,,,,,,22.84,medium,
5263,9,9,12,,"Lenas, cuntlicker",,2,,garden,house,,Sexual,,,,,,,22.84,medium,
5272,9,9,12,,Long lives whoever loves,,2,,garden,house,,Romantic,,,"metrical, beginning of hexameter",yes,,,22.84,medium,
5267,9,9,12,,Lucius licks cunt,"Biville 2003, 229",2,greek/latin  mix,garden,house,,Sexual,,,,,greek/latin  mix,,22.84,medium,
5279,9,9,12,,You are dead! You are nothing!,,3,,garden,house,,Insult,,,,,,,22.84,medium,
5297,9,9,F,,"-Bye, Crocine! -Bye Ismarus!",,2,,,house,,Social,by two writers,,,,,,4.9,low,
3884,9,9,,,"Twenty pairs of Decimus Satrius Valens, permanent preist of Nero, son of Caesar Augustus and ten pairs of Decimus Lucretius Valens Jr. will fight in Pompeii on April 8th 9th, 10th, 11th, and 12th. There will be genuine animal fights and awnings. Written by Celer. Written by Aemilius Celer, on his own, by the light of the moon.",,3,,,,,Violence,,,,,,,,high,
5278,,9,12,,Cocklicking (...) Ptolemaeus,,2,,garden,,,Sexual,,,,,,,,,
8314a,1,10,4,,All live here,Varone 2011 288,3,Omnes Hic Habitant,atrium,house,House of Menander,Social,,,,,,,65.59,high,
8356,1,10,4,,"In Nuceria, near the Porta Romana, in the streets of Venus, ask for Novellia Primigenia",Varone 2011 288,3,Nvcerea qvaeres ad porta romana in vico venerio novelliam primigeniam,atrium,house,House of the Menander,Sexual,,,,yes,,,65.59,high,
8379,1,10,8,,"Entullus, among the heroes…",?,3,Entelle herovm,atrium,house,,Reference,Virgil,Aeneid,Metrical,,,,14.92,low,
8247,1,10,2,,Fell silent…,?,3,Contiq(vere),,bar,,Reference,Virgil,"Aeneid 2,1",Metrical,,,,7.87,low,
7354,1,10,4,,Lucius Seius has given me many things,?,3,L siev mvlt(a m)ihi d(dedit),bath,house,House of the Menander,Civic,,,,Yes,,,65.59,high,
8310,1,10,4,,From the Exchange bank 3000 sesterces which sum Quintus has lent to Gnaes Pontus Silanus,,3,,entrance,house,House of Menander,Civic,,,,,,,65.59,high,
8361,1,10,4,,Hello Ianuaria! You blow. (it is) already night.,?,2,Ave ianvaria filas ia nox,entrance,house,House of the Menander,Insult,,,,,,,65.59,high,
8292,1,10,4,,You saw with which horse Turnus also…,Milnor 2009 305,3,vidisti qvo tvrnvs e qvoq(ve),entrance,house,House of the Menander,Reference,Virgil,,Metrical,,,,65.59,high,
7339,1,10,3,,"Felix: 4 asses, Florus: 10",?,2,"Felix aeris as IV, Florvs X",entrance,house,,Sexual,,,,yes?,,,7.87,low,
8282,1,10,3,,Household gods of Augustus…,Benefiel 2010a,2,Lares Avgvstos,entrance,house,,Religious,,,,,,,7.87,low,
8405,1,10,11,,"Gaius Annaeus Capito, knight of the 10th pretorian cohort from the centuria of gratus",?,3,C annevs capito eq coh X pr c grati,entrance,house,House of the lovers,Tagging,,,,,,,21.86,medium,
8297,1,10,4,,Roma once Milo Love,Benefiel 2013 69,2,roma olim milo amor,façade,house,House of the Menander,Civic,,,magic square (reversable words),,,magic square (reversable words),65.59,high,
8269,1,10,3,,Boyfriend,?,2,amicvlvs,façade,house,,Romantic,,,,,,,7.87,low,
8270,1,10,3,,Prima sends many greetings to secundus,?,2,Prima secvdo salvte plvrima,façade,house,,Social,,,,,,,7.87,low,
8260a,1,10,3,,Sabinus … here with Primigenia,?,2,Sabinvs cvm primigenia ac,façade,house,,Sexual,for primigenia,,,,,,7.87,low,
8364,1,10,7,,"Secundus sends greetings to his Prima, wherever she, the mistress, may be. I ask you madam, to love me.",?,3,Secvndvs prime svae vbi qve isse salvte rogo domna vt me ames,façade,house,Casa del fabbro,Romantic,,,,,,,13.74,low,
7382,1,10,18,,"Gaius Mascus, kind regards! Thank you very much, bye!",?,2,C masco s (gr)atias ao qam plvrimas va,façade,house,,Social,,,,,,,8.76,low,
8347,1,10,4,,Crescens greets Chryseros. How is your little right eye?,Varone 2011 288,3,Crescens sryseroti salvtem qvid agit tibi dexter ocellvs,kitchen,house,House of the Menander,Social,,,,,,,65.59,high,
8350,1,10,4,,I have directed the choir,?,2,Dvxi chorvm,kitchen,house,House of the Menander,Civic,,,,,,,65.59,high,
7353,1,10,4,,Romulus in heaven… now a portent…,?,2,Romvlv(s) in ce(lo) nvnc omen don(…),marble,house,House of the Menander,Religious,Ennius,,Metrical,,,,65.59,high,
7355,1,10,4,,"Sporus, dead man!",?,2,Sporvs om o mortvs,marble,house,House of the Menander,Insult,,,,,,,65.59,high,
8321a,1,10,4,,"Chloe gives greetings to eutychia. You don't care for me, Eutychia firmly hoping that you may love Publius rufus","varone 2011, 287",3,,peristyle,house,House of Menander,Romantic,,,,,,,65.59,high,
8320e,1,10,4,,Of arms…,,3,Arma,peristyle,house,House of Menander,Reference,Virgil ,"Aeneid 1, 1",,,,,65.59,high,
8322k,1,10,4,,"Someone, good for nothing",,2,somene Neqv,peristyle,house,House of Menander,Insult,,,,,,,65.59,high,
8320f,1,10,4,,Who first..,,2,Qui Primus,peristyle,house,House of Menander,Reference,Virgil ,"Aeneid 1, 1",,,,,65.59,high,
7351a,1,10,4,,I am a friend,?,2,svm ami(cvs),peristyle,house,House of the Menander,Social,,,,,,,65.59,high,
7350b,1,10,4,,This is Menander. He first of all wrote comedy; when he was 14 years: 4 books,Varone 2011 285-286,3,Menander est hic primv(m) om(niv)m com(o) ediam scripsit qv(i) e(rat) anno rv(m) anno rv(m) XIV lib(ri) IIII,peristyle,house,House of the Menander,Reference,Menander,Comedies,,,,,65.59,high,
8319a,1,10,4,,"With you we often (…) did it, Rufina!",Varone 2011,3,Cvm te saepe com esti(bv)s gerim(v)s rvfina,peristyle,house,House of the Menander,Sexual,,,,,,,65.59,high,
8400,1,10,11,,"Fuck off, cocksucker!",?,2,Move te fellator,peristyle,house,House of the lovers,Sexual,,,,,,,21.86,medium,
8406,1,10,11,,Herodotus,?,2,Herodotvs,peristyle,house,House of the lovers,Reference,Herodutus,Histories,,,,,21.86,medium,
8408a-b,1,10,11,,Lovers like bees lead a very sweet life. I would like to!,"Cugusi 2008, 70-71",3,Amantes vt apes vita mellita exigvnt velle,peristyle,house,House of the lovers,Romantic,two writers,,Metrical (iambic),,,,21.86,medium,
8380,1,10,8,,"(…) Onesimus, lick cunt",Williams 2010 300-3001,3,(…) Onesimi qvnvlice,room,house,,Sexual,,,,,,Near two phallus images,14.92,low,
8329,1,10,4,,"Ssevera, you blowww.",?,2,"Ssevera, Фelasss",tablinum,house,House of the Menander,Insult,,,,,Greek,,65.59,high,
8229,1,10,1,,He who writes (this) is in love,?,3,Amat qvi scr,workshop,house,,Romantic,,,,,,,5.36,low,
8231a,1,10,1,,"We came here desiring, much more we desire to leave",Benefiel 2010a,3,Venimvs hvc cvpidi mvlto magis ire vc(pi)mvs,workshop,house,,Sexual,,,Metrical hexameter,yes,,,5.36,low,
8230,1,10,1,,"Whoever sits on this chair shall give 2 sextaii of wine, I know am reading (this) am giving a blowjob. Suck! He who reads this(…)",?,3,"Qvisqvis in catecra sederit dabit vini (sestarios) II, qvi lego fello svga qvi legit",Workshop,house,,Sexual,,,,,,,5.36,low,
8381,1,10,8,,"Hello, Gelaste!",?,2,ΓΕΛΑΣΤΗ ΧΑΙΡΕ,,house,,Social,Foreign,,,,yes,,14.92,low,
8384,1,10,8,,"I despise, I laugh at your Latona, Salvilla!",?,3,ΚΟΝΤΕΜΝΩ ΔΝΠΕΙΔΙΩ ΛΑΤΩΝΑ ΤΟΥΑ ΣΑΛΒΙΛΛΑ,,house,,Insult,Foreign?  (latin words in greek letters),,,,Greek,,14.92,low,
1292,6,10,1,,Another cup of Setinian wine! Hello!,,3,ADDE CALICEM SETINVM HAVE,,bar,,Social,,,,,,picture of cup,,low,
1291,6,10,1,,Gimme some cold water!,,2,DA FRIDAM PVSILLVM,,bar,,Social,,,,,,picture of soldier holding a cup out to a servent,,low,
2165,7,10,5_13,,If someone here…,,2,,kitchen,house,,Sexual,,,,,,,2.46,low,
2028,7,10,,,Libanis sucks cock for 2 asses,,3,,,,,Sexual,,,,,,,,high,
8418,1,11,2,,(…) a good god lives here,?,3,(…) Bonvs de vs hic,counter,shop,,Religious,,,,yes,,,10.93,low,
8417,1,11,2,,A good god lives here in the house of Actius.,?,3,(B)onvs devs hic abitat in do mo act(i),counter,shop,,Religious,,,,yes,,,10.93,low,
8419b,1,11,2,,"Stab(ilio), luck cunt",?,2,Cvnvm linge stab(ilio),counter,shop,,Sexual,,,,,,,10.93,low,
10040,1,11,14,,"Hello, girl!",,2,Av pvla,dining room,house,,Social,,,,,,,14.23,low,
7389,1,11,4,,"Runaways, all of them!",?,2,Drapetae omnes,entrance,tabernae,,Insult,,,,,,,0.84,low,
8422,1,11,5,,"Minius Carpus, gr(eetings): may you get burst",?,2,Minio carpo s tvmiscas,entrance,house,,Social,,,,,,,15.9,low,
10047,1,11,17,,A man worn out by the years…,,3,Annis confectvs qvidam,entrance,house,,Insult,,,,,,,7.87,low,
9847,1,11,10,,"The white girl has taught me to hate dark girls. I shall hate them if I can; if not, I shall love them unwillingly",Cugusi 2008 74-75,3,Candida me docvit nigras odisse pvellas odero si potero si non invitvs amabo,entrance,house,Inn of Euxinus,Reference,Ovid (partial),Amores,metrical (partially),yes,,,23.89,medium,
8416,1,11,1,,"Of arms and a man I sing, arms",?,3,Arma virvmaqve can(o) arm(a),façade,house,,Reference,Virgil,"Aeneid 1,1",metrical,,,,10.93,low,
10038c,1,11,6,,"Come, lovers!",?,3,Venite amantes,entrance,house,House of Venus in a bikini,Romantic,,,,,,,10.88,low,
10041d,1,11,14,,I suck Pyramus' cock every day,,2,Piramo cotttdie lingvo,staircase,house,,Sexual,,,,,,,14.23,low,
9849,1,11,10,,"(We came h)ere desiring, much more we desire to leave.",,3,(Venimvs h)vc cvpidi mvlto magis ire cvpimvs,,house,Inn of Euxinus,Sexual,,,Hexameter,yes,,,23.89,medium,
9848,1,11,10,,"Here two rivals sing, one girl is in charge (…)",Milnor 2014 89-90,3,Hic dvo rivales ca(n)ont vna pvella tenet fasces (…),,house,Inn of Euxinus,Insult,,,,,,,23.89,medium,
1393,6,11,12,,On April 20th a tunic and a cloak;/on May 7th a ribbon/ on May 8th two tunics,,3,,atrium,house,,Civic,,,,,,,17.98,low,list of clothes sent to laudary?
4434,6,11,8,,"Methe, you suck it",,2,METHE FELA,entrance,house,House of Eutychus,Insult,,,,,,,72.25,high,
1391,6,11,15,,Veneria/has sucked/ the cock/ of Maximus/ during the whole/vintage/ leaving/both holes/empty/and her mouth full,,3,,entrance,brothel,brothel,Sexual,,,,,,,5.77,low,
1389,6,11,15,,Nymphe cocksucker,,2,NYMPHE FELATRIX,façade,brothel,brothel,Insult/Sexual,,,,,,,5.77,low,
1383,6,11,15,,Please elect Isidorus as aedile/He's the best cuntlicker!,,2,,façade,brothel,brothel,Political/Sexual,Woman,,,,,,5.77,low,
1388,6,11,15,,Thymele cocksucker,,2,TIMELE FELATRIS,façade,brothel,brothel,Sexual,,,,,,,5.77,low,
1388a,6,11,15,,Thymele with the fat ass,,2,TIMELE EXTALIOSA,façade,brothel,brothel,Insult,,,,,,,5.77,low,
4441,6,11,16,,Isidrus:/2 asses,,2,ISIDORVS ERIS II,façade,brothel,brothel,Sexual,,,,,,,10.17,low,
4439,6,11,16,,Pitante/greetings to the neighbors/ for 3 asses,,2,PITANTE VICI(NIS) SAL,façade,brothel,brothel,Sexual/Social,,,,,,,10.17,low,
1422,6,11,10,,"Asteropaeus/from Nero's school, 107 (fights/won Oceanus/freedman, 6 (fights)/discharged",,3,,peristyle,house,House of the Labyrinth,Violence,,,,,,picture of gladiators,72.25,high,
1421,6,11,10,,"Faustos of Ithacus, from Nero's school near the ampitheater, Priscus from Nero's school/ 6 fights won; Herennius/ freedman 18 (fights) died",,3,,peristyle,house,House of the Labyrinth,Violence,,,,,,picture of gladiators,72.25,high,
1425,6,11,10,,"Gentius licks/Dionysia's cunt,/ I will lick it",,2,CENTIVS CVNNV LINGIT ITONVSIA LINGET,peristyle,house,House of the Labyrinth,Sexual,,,,,,,72.25,high,
1435,6,11,10,,"Happy is Januarius/ Fufiscius, who lives here.",,3,(FELI)X (ES)T IANVARIVS FVFICIVS QVI HIC HABITAT,peristyle,house,House of the Labyrinth,Social,,,,,,,72.25,high,
1441,6,11,10,,"mine, mine/suck my cock!",,2,ME ME MENTVLAM LINGE,peristyle,house,House of the Labyrinth,Insult/Sexual,,,,,,,72.25,high,
1427,6,11,10,,Salvia sucks the cocl of Antiochus/ the one eye,,2,SALVIA FELAT ANTIOCV LVSCV,peristyle,house,House of the Labyrinth,Sexual,,,,,,,72.25,high,
2009,7,11,10,,"Bye, treasure!",,2,,column,house,,Social,,,,,,,15.2,low,
10206,7,11,13,,Whoever here…,,2,,,inn,,Civic,,,,,,,2.46,low,
813,7,11,12_13,,"There is no place here for the lazy. Off with you, slacker.",,3,,,inn,,Insult,,,yes,,,,,low,
2298,7,11,12_13,,Whoever here…,,2,,,inn,,Civic,,,,,,,,low,
2021,7,11,11,,"Dionysius, can shag, whenever he wants. Samellius…",,3,,,inn,,Sexual,,,,,,,26.49,medium,
2022,7,11,11,,Grey Hair,,2,,,inn,,,,,,,,,26.49,medium,
2016,7,11,11,,Here the he-mule has taught the little she-mules,,3,,,inn,,Sexual,,,,,,,26.49,medium,
2015,7,11,11,,Isthmus greets Successa wherever she is; and what I asked of you and what you have sworn…,,3,,,inn,,Social,,,,,,,26.49,medium,
2013,7,11,11,,"Nicerate, you conceited slut, you who love Felicio and take him to the gate, just bear this in mind…",,3,,,inn,,Insult,,,,,,,26.49,medium,
2018,7,11,11,,"The Liar greets the Turthteller, everywhere.",,3,,,inn,,Social,,,,,,,26.49,medium,
9099,9,11,2_3,,Sulla the happy? Unhappy!,,2,,facade,,,Insult,,,,,,,,high,
9100,9,11,3_4,,Sulla the happy? Unhappy!,,2,,facade,,,Insult,,,,,,,,high,
9104,9,11,4,,"(...) I am Ares in his ... I am moist I am ... I am water ... I am Aroburbu, I am ...",,3,,,,N/A,Religious,,,,,,,,high,
10030,1,12,3,,Better to be sucked by friends then give a blowjob to enemies!,?,3,Malim me amici fellent qvam inimici irrvment,entrance,house,Bar of Sotericus,Sexual,,,iambic senarius,,,,8.53,low,
10032a-b,1,12,3,,Killed after…Killed: Torius Eumas after the death of his grandson,?,3,Occisvs post occissvs torivs evma pos mortem nep(otis),entrance,house,Bar of Sotericus,Violence,,,,,,,8.53,low,
10034c,1,12,3,,Mother of the Aeneads,Cugusi 2008,3,Aenead(vm genetrix),entrance,house,Bar of Sotericus,Religious,Lucretius,,Poetry quote,yes,,,8.53,low,
10031,1,12,3,,Or is it wrong to avoid evil rather then to be(lieve) (…),?,3,An dedecet vitare malvm qvam cre(dere…),entrance,house,Bar of Sotericus,Religious,,,incomplete haxameter,,,,8.53,low,
10033a,1,12,3,,"Valeria, you suck it.",?,3,Valeria fellas,entrance,house,Bar of Sotericus,Insult/Threat,,,,,,,8.53,low,
10054,1,12,16,,Symphorus … here on april 2nd,?,2,Symphorvs hic II non apr,entrance,house,,Sexual,,,,,,,8.37,low,
9839b,1,12,1_2,,I hate the poor! Whoever asks something free of charge is a fool. Let him pay first and then receive the goods.,?,3,Abomino pavpero qvisqvi qvid gratis rogat fatvs est aes det et ac cipiat rem,façade,bakery,,Civic,,,,,,,,low,
1474,6,12,2,,"Spiculus from Nero's school,/ novice, has won, Aptonetus, freedman,/died, 16 (fights)",,3,,entrance,house,House of the Faun,Violence,,,,,,picture of gladiators,81.41,high,
1477,6,12,2,,"Bye, Victoria! And wherever you are,/ have a good sneeze",,3,VICTORIA VA ET VBQUE VIS SVAVITER STERNVITIS,peristyle,house,House of the Faun,Social,,,,,,,81.41,high,
2003,7,12,22-24,,Verria Vitalis has come! Verria Vitalis has come! Verria Vitalis has come!,,2,,façade,house,,Social,,,,,,,17.47,low,
2005,7,12,22-25,,Saturnalia ah Saturnalia!,,2,,façade,house,,Religious,,,,,,,17.47,low,
2169_2170,7,12,14_15,,Ismenus cocksucker,,2,,façade,,,Insult/Sexual,,,,,,,,high,
2150,7,12,33,,"Bye, Castrensis! Bye, Castrensis! Bravo Actius! Bye, Castrensis! Bye, Anicetus",,2,,room,,,Social,,,,yes,,,,high,famous performer
2155,7,12,35,,"Gaius Cominius Pyrrichus, Lucius Novius Priscus and Lucius Campius Primigeniusm three templeservants of Synethaeus, have been here with Martialis, true fans of Actius Anicetus, good luck to their mate Salvius.",,3,,,inn,,Social,,,,,,,13.73,low,
2157,7,12,35,,"Gaius Valerius Maximus, soldier of the house",,3,,,inn,,Tagging,,,,,,,13.73,low,
2145,7,12,35,,"Gaius Valerius Venustus, soldier of the 1st praetorian cohort and Rufus' centuria, little fucker.",,3,,,inn,,Sexual,,,,,,,13.73,low,
2159,7,12,35,,"Lucceius Albanus from Abellinum, with Travinus Aetius",,2,,,inn,,Sexual,,,,,,,13.73,low,
2156,7,12,35,,Lucifer and Primigenius…here,,2,,,inn,,Sexual,,,,,,,13.73,low,
2163,7,12,35,,"Senecio sends Fortunatus his best wishes, everywhere.",,2,,,inn,,Social,,,,,,,13.73,low,
2152,7,12,35,,"To the claudioneronian city of Puteoli good luck! Gaius Julius Speratus has written (this). Bye, Speratus!",,3,,,inn,,Social,,,,,,,13.73,low,
2146,7,12,35,,Vibius Restitutus slept here all alone and really missed his Urbana.,,2,,,inn,,Romantic,,,,,,,13.73,low,
2258,7,12,18_20,,"Africanus is dying. A boy writes this, Rusticus, a schoolmate, who feels sorry for Africanus",,3,,,brothel,,Social,,,,,,,5.59,low,
2274,7,12,18_20,,"All the best to you, because you fuck well",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2197,7,12,18_20,,"Aplonia…, Nonius gives a good fuck.",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2193,7,12,18_20,,"Arphocras,together with Druaca, has had a good fuck here for a denarius.",,3,,,brothel,,Sexual,,,,,,,5.59,low,
2198,7,12,18_20,,"Beronice (here) available, to fuck",,2,,,brothel,,Sexual,,,,,,,5.59,low,
